1410 0.000804842 39.3134
1415 0.000773344 39.4673
1420 0.000743009 39.6856
1425 0.000714083 39.8536
1430 0.000686632 40.1044
1435 0.000659782 40.2328
1440 0.000634212 40.4424
1445 0.000609136 40.6256
1450 0.00058599 40.8174
1455 0.00056309 40.9579
1460 0.000541725 41.2293
1465 0.000520546 41.4388
1470 0.000500264 41.587
1475 0.000481062 41.8322
1480 0.000462071 41.9992
1485 0.000443875 42.2248
1490 0.000426659 42.4615
1495 0.000410737 42.6225
1500 0.000394612 42.8374
1505 0.000379584 43.0121
1510 0.000364688 43.163
1515 0.000350346 43.4704
1520 0.000337197 43.6989
1525 0.000323984 43.9886
1530 0.000311214 44.0585
1535 0.000299031 44.3182
1540 0.000287604 44.7194
1545 0.00027663 44.8875
1550 0.000265533 45.1206
1555 0.000255837 45.2454
1560 0.000245873 45.3983
1565 0.000236606 45.7461
1570 0.000227404 46.0533
1575 0.000218539 46.1454
1580 0.000209696 46.2467
1585 0.00020156 46.5183
1590 0.000194171 47.0692
1595 0.000186477 47.0494
1600 0.000179423 47.269
1605 0.000172361 47.4992
1610 0.000165332 47.74
1615 0.000159471 47.8837
1620 0.000153392 48.1321
1625 0.000147446 48.273
1630 0.000141507 48.3977
1635 0.000136462 48.7077
1640 0.000131372 49.0001
1645 0.000126312 49.2408
1650 0.000121361 49.3527
1655 0.000116488 49.4938
1660 0.000112313 49.8886
1665 0.000107505 49.8101
1670 0.000103502 50.0869
1675 9.95545e-05 50.3339
1680 9.56648e-05 50.4918
1685 9.19785e-05 50.734
1690 8.84717e-05 50.9087
1695 8.5105e-05 51.1242
1700 8.17761e-05 51.3378
1705 7.86327e-05 51.5767
1710 7.55929e-05 51.7333
1715 7.26295e-05 52.0188
1720 6.98621e-05 52.2189
1725 6.71419e-05 52.4157
1730 6.4556e-05 52.6517
1735 6.20851e-05 52.8214
1740 5.97211e-05 53.1281
1745 5.74255e-05 53.3812
1750 5.51497e-05 53.4636
1755 5.30377e-05 53.7555
1760 5.10074e-05 53.9836
1765 4.90166e-05 54.2153
1770 4.71201e-05 54.4355
1775 4.52786e-05 54.7372
1780 4.35033e-05 54.8848
1785 4.18723e-05 55.2468
1790 4.01971e-05 55.3865
1795 3.86643e-05 55.6656
1800 3.71771e-05 55.8389
1805 3.57622e-05 56.127
1810 3.43583e-05 56.386
1815 3.29627e-05 56.4997
1820 3.1738e-05 56.8528
1825 3.04796e-05 56.8583
1830 2.93288e-05 57.3577
1835 2.81348e-05 57.5468
1840 2.70614e-05 57.6241
1845 2.60099e-05 58.0405
1850 2.50085e-05 58.2816
1855 2.40021e-05 58.5301
1860 2.31231e-05 58.6138
1865 2.21893e-05 59.0514
1870 2.12977e-05 59.2072
1875 2.04823e-05 59.5237
1880 1.97133e-05 59.4866
1885 1.89005e-05 59.7809
1890 1.81887e-05 60.0879
1895 1.74813e-05 60.3347
1900 1.67835e-05 60.518
1905 1.60881e-05 60.667
1910 1.54787e-05 60.9301
1915 1.4876e-05 61.1518
1920 1.42691e-05 61.3804
1925 1.37589e-05 61.6823
1930 1.32437e-05 62.0392
1935 1.2654e-05 62.0765
1940 1.21604e-05 62.2383
1945 1.17397e-05 62.6928
1950 1.12426e-05 62.789
1955 1.08304e-05 63.1447
1960 1.04217e-05 63.4321
1965 9.97664e-06 63.4885
1970 9.58718e-06 63.7209
1975 9.20837e-06 64.0165
1980 8.84663e-06 64.1813
1985 8.49858e-06 64.4633
1990 8.15342e-06 64.6832
1995 7.84163e-06 64.9299
2000 7.52864e-06 65.128
